influencer_id,name,followers,region,profile_url,profile_avg_views,profile_avg_likes,profile_avg_comments,profile_avg_saves,profile_post_count,profile_views_estimated,profile_post1_views,profile_post1_likes,profile_post1_comments,profile_post1_saves,profile_post1_url,profile_post2_views,profile_post2_likes,profile_post2_comments,profile_post2_saves,profile_post2_url,profile_post3_views,profile_post3_likes,profile_post3_comments,profile_post3_saves,profile_post3_url,campaign_est_views,campaign_stored_views,campaign_likes,campaign_comments,campaign_saves,campaign_post_count,campaign_url,split
347f9124-1d2f-41ef-bb28-22e9fbdf4711,小贤..,13343,,https://www.xiaohongshu.com/user/profile/651e4bff00000000230249fe,3445,40,1,7,3,1,3500,41,1,11,https://www.xiaohongshu.com/explore/6a97e418000000001103a05c,2917,34,1,1,https://www.xiaohongshu.com/explore/6a96cc29000000002900fa33,3917,45,2,9,https://www.xiaohongshu.com/explore/6a9047e4000000000b02681d,4250,1020,49,2,8,1,https://www.xiaohongshu.com/discovery/item/6a7dc1a200000000210222d1?source=webshare&xhsshare=pc_web&xsec_token=CBUeJj8ycGg1cKarHghScKzBW90MZmpeyXJw3evdhiSIU=&xsec_source=pc_share,train
1d9bb511-e2c4-4daf-a2eb-1bc1daabb7ef,Vicky刘媛,10529,,https://www.xiaohongshu.com/user/profile/5e7c8db40000000001007f62,3250,35,4,21,3,1,3833,43,3,27,https://www.xiaohongshu.com/explore/6a9bfb50000000002601aba0,3250,36,3,23,https://www.xiaohongshu.com/explore/6a9bfaab000000000b037c7b,2667,27,5,13,https://www.xiaohongshu.com/explore/6a9a9f230000000029016ede,6417,1540,76,1,35,1,https://www.xiaohongshu.com/discovery/item/6a7ea5f70000000035017394?source=webshare&xhsshare=pc_web&xsec_token=CBA_GrvvMRWIgVJIi0JyifSnkeJbYpTT5lb1WHO-j52ag=&xsec_source=pc_share,train
758c942c-a6f9-4962-ab36-c0ef24ae0e53,이기가,,,https://www.xiaohongshu.com/user/profile/5ba4a3aa5376e5000126d87c,1361,14,2,11,3,1,667,7,1,4,https://www.xiaohongshu.com/explore/6a9e3339000000002502d792,2667,28,4,22,https://www.xiaohongshu.com/explore/6a9d6edc00000000250379ec,750,8,1,6,https://www.xiaohongshu.com/explore/6a9d546200000000110359c4,2750,2750,29,4,12,1,https://xhslink.cn/o/2eeR4yfQvWl,train
2cd06af7-52f3-4b79-9e60-0d63625a383d,予乐,514674,,https://www.xiaohongshu.com/user/profile/62231b820000000010006f36,118528,1386,36,559,3,1,93500,1084,38,434,https://www.xiaohongshu.com/explore/6a954301000000001803d12d,92083,1068,37,425,https://www.xiaohongshu.com/explore/6a951d2900000000040295b8,170000,2006,34,819,https://www.xiaohongshu.com/explore/6a94de770000000021030938,85667,53114,997,31,469,2,https://www.xiaohongshu.com/explore/6a8e5e21000000000402a022?xsec_token=CBePuy2kqP3sQx82sbImijmjh58lHeGjV4MV3k7_bCWRc=&xsec_source=app_share&type=video,train
6c716392-0eba-4318-81a0-9a9851eb6a26,Cherry1+1,1285,,https://www.xiaohongshu.com/user/profile/5a53816d4eacab3624af77be,2361,26,2,10,3,1,1000,12,0,0,https://www.xiaohongshu.com/explore/6a7f40ad00000000050311d6,4583,54,1,28,https://www.xiaohongshu.com/explore/6a6740da000000000402a37c,1500,12,6,2,https://www.xiaohongshu.com/explore/6a6614f6000000001c00c3b4,1000,240,12,0,0,1,https://www.xiaohongshu.com/discovery/item/6a7f40ad00000000050311d6?source=webshare&xhsshare=pc_web&xsec_token=CBzTjEvZCpz2-bIyVGIrldc18MspGgoAMgZdGn55xNo5c=&xsec_source=pc_share,train
fd014fe1-609b-4be8-8e4b-fae7ceeb140a,小姜同学,1133,,https://www.xiaohongshu.com/user/profile/5f7c7aad000000000100707c,3084,34,3,10,3,1,4167,49,1,15,https://www.xiaohongshu.com/explore/6a88a78a0000000026038aff,3167,31,7,11,https://www.xiaohongshu.com/explore/6a84413a0000000006006068,1917,22,1,4,https://www.xiaohongshu.com/explore/6a81799a000000002500552b,1417,340,16,1,4,1,https://www.xiaohongshu.com/discovery/item/6a8056750000000006006aab?source=webshare&xhsshare=pc_web&xsec_token=CBKKmsWRc7PWJrZoicQNsNebp4WIlvSP6M7zcumxIbO6M=&xsec_source=pc_share,train
8a45179c-15d4-402a-8672-728b4ec85271,元气少女瘦瘦,14035,,https://www.xiaohongshu.com/user/profile/67839028000000000801d965,3444,41,0,7,3,1,8500,102,0,19,https://www.xiaohongshu.com/explore/6aa003f8000000002803402a,1750,21,0,1,https://www.xiaohongshu.com/explore/6a9eab5f000000002803a2aa,83,1,0,1,https://www.xiaohongshu.com/explore/6a9d85ac000000001103853f,8667,2080,102,2,12,1,https://www.xiaohongshu.com/discovery/item/6a7ea95b00000000320225ae?source=webshare&xhsshare=pc_web&xsec_token=CBOOCvE4zylLeOgqIXCcz5P6GeU2jtYeg_yWFp3ewZRyQ=&xsec_source=pc_share,train
f367ec9a-de4f-4c2c-ba07-a4e66ea0d806,泡泡在韩国,1210,,https://www.xiaohongshu.com/user/profile/5af132b44eacab7cd886e89f,889,11,0,7,3,1,1500,18,0,12,https://www.xiaohongshu.com/explore/6a6f6c9b0000000033032a02,250,3,0,4,https://www.xiaohongshu.com/explore/6a6cbeec0000000028007cd2,917,11,0,6,https://www.xiaohongshu.com/explore/6a6bf7160000000028031127,1167,1167,14,0,3,1,https://www.xiaohongshu.com/discovery/item/6a83db4400000000280085dc?source=webshare&xhsshare=pc_web&xsec_token=CBMAJUCHiZUakhUkpFSwwAEs46vhEAZQHIU39tEwOlRzc=&xsec_source=pc_share,train
77355902-4719-45f7-aae7-c4a1c0304c19,有米不怕胖,23121,,https://www.xiaohongshu.com/user/profile/5b9239b38d5b7500016e886b?xsec_token=ABPoVl9rrZGHdo8NOl2JsUhvM32amJOezR5d6B10ayBuI=&xsec_source=pc_user,4000,46,2,4,3,1,6167,70,4,5,https://www.xiaohongshu.com/explore/6a975de20000000012026d93,3000,35,1,4,https://www.xiaohongshu.com/explore/6a95ecd20000000028038655,2833,34,0,3,https://www.xiaohongshu.com/explore/6a949d3c00000000080129fe,4833,1160,47,11,17,1,https://www.xiaohongshu.com/discovery/item/6a84324100000000290329dd?source=webshare&xhsshare=pc_web&xsec_token=CBAvDu7EcYM3Kw8_RvFxc03biKTupKAQxbhT0ZwCPbBDM=&xsec_source=pc_share,train
41a86f43-b1c4-4cf4-a845-4dc50e1ce6e4,..妮妮........,21308,,https://www.xiaohongshu.com/user/profile/5c5135b3000000001b013df7,2695,32,1,4,3,1,3250,38,1,7,https://www.xiaohongshu.com/explore/6aa00a70000000002601d7ec,2667,32,0,4,https://www.xiaohongshu.com/explore/6a9ff7c4000000002b026079,2167,25,1,2,https://www.xiaohongshu.com/explore/6a9e489a000000002603ba8c,3583,860,43,0,1,1,https://www.xiaohongshu.com/discovery/item/6a7f48690000000008009c00?source=webshare&xhsshare=pc_web&xsec_token=CBQHWPxdsoFkRBiZFJ-uVl4_qvZ4NWhD8gMxVCtjC7W9Y=&xsec_source=pc_share,train
1e3d6f83-ecd2-408f-9f85-f8429568bfc3,yum,,,https://www.xiaohongshu.com/user/profile/69550352000000003801a2e9,1889,22,0,2,3,1,1000,12,0,3,https://www.xiaohongshu.com/explore/6a7f26de000000001102046d,333,3,1,2,https://www.xiaohongshu.com/explore/6a7dde180000000011022d45,4333,52,0,2,https://www.xiaohongshu.com/explore/6a7b3eda0000000010037674,4333,1040,52,0,2,1,https://www.xiaohongshu.com/discovery/item/6a7b3eda0000000010037674?source=webshare&xhsshare=pc_web&xsec_token=ABQnH2XrvEq0ozrsyrKWcRhQG4IsBeNs06lQVZ5TwRUvk=&xsec_source=pc_share,train
618e3efb-f747-4b4d-8fbb-3d0214f779e6,狗哥不肥宅,1260,,https://www.xiaohongshu.com/user/profile/590aedba50c4b409b6a4332d,3056,37,0,10,3,1,2917,35,0,11,https://www.xiaohongshu.com/explore/6a9ad8be000000002802b9cc,3500,42,0,11,https://www.xiaohongshu.com/explore/6a94e24b000000002003c78c,2750,33,0,7,https://www.xiaohongshu.com/explore/6a9436a9000000000302ae89,1333,320,16,0,1,1,https://www.xiaohongshu.com/discovery/item/6a8450cd0000000028006b80?source=webshare&xhsshare=pc_web&xsec_token=CB0aOb5P8gZnlBTOKKyDJ_dgh6B3aRIutD0xMQo_QiVkU=&xsec_source=pc_share,train
85d5ff5b-36b8-41da-b519-b08789f2b479,淼淼淼淼淼淼,10133,,https://www.xiaohongshu.com/user/profile/5a47a60611be1025b9ca474a,2445,25,4,14,3,1,1167,11,3,10,https://www.xiaohongshu.com/explore/6a9191830000000024006a8e,2917,32,3,16,https://www.xiaohongshu.com/explore/6a9026d9000000001f01c3fe,3250,33,6,17,https://www.xiaohongshu.com/explore/6a8eb1e0000000000801179f,4083,980,44,5,22,1,https://www.xiaohongshu.com/discovery/item/6a7dd31f0000000027021632?source=webshare&xhsshare=pc_web&xsec_token=CBbfNRlsT48dcxcCN06xDnztltCyjTB7SbksFuPwHCFM0=&xsec_source=pc_share,train
da7e5902-ac89-4f7f-9ae2-f037d7c954d2,..Twinkle,10246,,https://www.xiaohongshu.com/user/profile/64e32065000000000200ef18,1666,19,1,3,3,1,583,5,2,3,https://www.xiaohongshu.com/explore/6a995e8d0000000028038382,833,9,1,2,https://www.xiaohongshu.com/explore/6a98df0f000000002803627c,3583,42,1,5,https://www.xiaohongshu.com/explore/6a9147fb000000000a00b658,9583,2300,115,0,3,1,https://www.xiaohongshu.com/discovery/item/6a7eb3ad0000000027022f68?source=webshare&xhsshare=pc_web&xsec_token=CB_l9i_n3roSwKIPLpTRGVq-rIg3C3Ubo38ikJG7LiErw=&xsec_source=pc_share,train
201b785a-376c-4c8e-9302-bc12d6f3bd45,首尔乔恩（探店 变美攻略）,21308,,https://www.xiaohongshu.com/user/profile/5aa95d9b4eacab72b149ea22,1917,23,0,21,3,1,1500,18,0,2,https://www.xiaohongshu.com/explore/6a99484e000000002802f226,2583,31,0,55,https://www.xiaohongshu.com/explore/6a9946720000000026014f5c,1667,20,0,5,https://www.xiaohongshu.com/explore/6a994223000000002502d74f,1333,320,15,1,4,1,https://www.xiaohongshu.com/discovery/item/6a83d82b000000002203178e?source=webshare&xhsshare=pc_web&xsec_token=CBDiBphC0S0eV15QkYiG970Pp3mmtZfZsb0Xk7Py5jeeI=&xsec_source=pc_share,train
e3619279-8127-49c2-9a9f-17c3b50e50c9,西米🎀（暑假营业中),1413,,https://www.xiaohongshu.com/user/profile/5c73ea960000000010012bb3,389,5,0,1,3,1,83,1,0,0,https://www.xiaohongshu.com/explore/6a918b98000000001f01e994,0,0,0,0,https://www.xiaohongshu.com/explore/6a918a07000000000a00917d,1083,13,0,3,https://www.xiaohongshu.com/explore/6a844558000000003301b7ca,1083,260,13,0,3,1,https://www.xiaohongshu.com/discovery/item/6a844558000000003301b7ca?source=webshare&xhsshare=pc_web&xsec_token=CBzLrECs2LXJ4XMELZo0Nz1fEWg2pnx78ZS08OGNsGgJ4=&xsec_source=pc_share,train
ea0dcec1-04ea-490a-87dc-5411c152efcc,在韩小..,1202,,https://www.xiaohongshu.com/user/profile/65616f240000000004039ee1,361,4,0,4,3,1,167,2,0,1,https://www.xiaohongshu.com/explore/6a9e4ef2000000002a025976,583,7,0,7,https://www.xiaohongshu.com/explore/6a9beee8000000000b00217e,333,4,0,4,https://www.xiaohongshu.com/explore/6a9a51e5000000002b024173,1667,400,18,2,3,1,https://www.xiaohongshu.com/discovery/item/6a7dc849000000003300e371?source=webshare&xhsshare=pc_web&xsec_token=CBIAvRcH3dqCBRIAbc3K_1J2KvOOsRv4JkUtNhgvK6IQU=&xsec_source=pc_share,train
87ccd2ed-2565-457a-9d98-35fbaec4a6e1,汉堡韩国生存日记,2485,,https://www.xiaohongshu.com/user/profile/5b4fe13fe8ac2b52bfaab0a3,1139,8,5,3,3,1,500,4,2,2,https://www.xiaohongshu.com/explore/6a9d62fe000000002503702c,2333,14,14,3,https://www.xiaohongshu.com/explore/6a99458d00000000110307bf,583,7,0,4,https://www.xiaohongshu.com/explore/6a98bfe20000000011032565,1083,260,13,0,4,1,https://www.xiaohongshu.com/discovery/item/6a8412170000000022030612?source=webshare&xhsshare=pc_web&xsec_token=CBBDlq-1m8L6NFATrWqhrAC_u3UH-11gTBwktgNlLS1Kc=&xsec_source=pc_share,train
323ba928-b8a1-44ed-b380-4b3a87fd5811,supa,,,https://www.xiaohongshu.com/user/profile/6a34acf6000000000e03bc00,2444,29,0,8,3,1,1250,14,1,1,https://www.xiaohongshu.com/explore/6a7bc5c9000000001102073c,1750,21,0,1,https://www.xiaohongshu.com/explore/6a798a8300000000100375ec,4333,52,0,23,https://www.xiaohongshu.com/explore/6a7763490000000012028314,1500,360,18,0,2,1,https://www.xiaohongshu.com/discovery/item/6a7b1f840000000011022c12?source=webshare&xhsshare=pc_web&xsec_token=ABQnH2XrvEq0ozrsyrKWcRhUYeElmnYy1CzX6NPQfpwGY=&xsec_source=pc_share,train
13970075-e501-45a6-a6a9-307bd9d80c2b,棈棈欧尼..,21070,,https://www.xiaohongshu.com/user/profile/56e0105c1c07df669522568d,1389,12,4,6,3,1,1167,11,3,7,https://www.xiaohongshu.com/explore/6aa15be4000000002802feae,1333,12,4,3,https://www.xiaohongshu.com/explore/6aa1527e0000000011032961,1667,14,6,8,https://www.xiaohongshu.com/explore/6aa127690000000026016070,6625,1590,77,4,4,2,https://www.xiaohongshu.com/discovery/item/6a7f0f7f0000000005028b7a?source=webshare&xhsshare=pc_web&xsec_token=CBBJ9c5azEeVC7gBIbhkeB3zCdewTWb8brjpkmla8IINA=&xsec_source=pc_share,train
00238382-0e08-42a1-a5f7-ece0d8529073,Syy小日记,2186,,https://www.xiaohongshu.com/user/profile/54dc88cc2e1d934b2e2546db,2194,19,8,4,3,1,1333,14,2,3,https://www.xiaohongshu.com/explore/6a9e3a75000000001203dd59,3833,26,20,5,https://www.xiaohongshu.com/explore/6a9d5b38000000002602148d,1417,16,1,5,https://www.xiaohongshu.com/explore/6a9d5026000000001203457a,2083,500,23,2,5,1,https://www.xiaohongshu.com/discovery/item/6a807d8f000000002603565d?source=webshare&xhsshare=pc_web&xsec_token=CBhLkU_LFqgJqj_ImBC7WsycCLkLOFDgz1gd6pSMFqSJY=&xsec_source=pc_share,train
a04cc0cd-78e5-4ee0-ac99-7f33a8510788,清一ke,11398,,https://www.xiaohongshu.com/user/profile/66bdfae2000000000d0255a4,10195,112,10,24,3,1,9667,103,13,21,https://www.xiaohongshu.com/explore/6a890c4d000000003703c4de,11000,122,10,22,https://www.xiaohongshu.com/explore/6a86e488000000000c0278a5,9917,112,7,30,https://www.xiaohongshu.com/explore/6a86d8c80000000032031121,10333,2480,120,4,33,1,https://www.xiaohongshu.com/discovery/item/6a7ecd9d0000000032033aad?source=webshare&xhsshare=pc_web&xsec_token=CB_3zv5hp19GqvBkKvO_uMopMMl6Mz5LrYH_csqNtNvfA=&xsec_source=pc_share,train
51fbf2fd-d0c2-4949-a94b-c230c1e97679,纯净水,12167,,https://www.xiaohongshu.com/user/profile/61e561870000000021024a3f,6361,69,8,1,3,1,9167,100,10,2,https://www.xiaohongshu.com/explore/6a8ed1f1000000002902ba27,5167,53,9,1,https://www.xiaohongshu.com/explore/6a8ae666000000003300c80c,4750,53,4,0,https://www.xiaohongshu.com/explore/6a84008f0000000028007aa4,4750,1140,53,4,0,1,https://www.xiaohongshu.com/discovery/item/6a84008f0000000028007aa4?source=webshare&xhsshare=pc_web&xsec_token=CBGBQO9Whkryi7iC_1UYXYjPoYw8UMvFSo0ZSPGfTIRmo=&xsec_source=pc_share,train
1c78b52e-3c8c-4d03-a682-b8fd3e889f76,小朋友的釜山长假..,10624,,https://www.xiaohongshu.com/user/profile/58ecd09282ec3967b8a4ceba,3750,43,2,56,3,1,3000,36,0,6,https://www.xiaohongshu.com/explore/6a9fa6b9000000002b013a58,2917,30,5,32,https://www.xiaohongshu.com/explore/6a9e8bb20000000027016d27,5333,63,1,130,https://www.xiaohongshu.com/explore/6a9e1310000000002603087d,1833,440,18,4,4,1,https://www.xiaohongshu.com/discovery/item/6a7e95370000000005020abb?source=webshare&xhsshare=pc_web&xsec_token=CBWX5tIAU6yAUERcQEGDnaGFZQkk2Tnz4ejTbzX2RGyEQ=&xsec_source=pc_share,train
8d2be147-a36f-42a5-9554-7bfd64d76b7c,강남남,2610,,https://www.xiaohongshu.com/user/profile/5960d79e6a6a69748a4758e3,1167,12,2,4,3,1,250,3,0,2,https://www.xiaohongshu.com/explore/6a72ff1100000000350144df,2833,27,7,8,https://www.xiaohongshu.com/explore/6a70200c000000002202dc8e,417,5,0,1,https://www.xiaohongshu.com/explore/6a6717f70000000014005a8d,1583,380,19,0,5,1,https://www.xiaohongshu.com/discovery/item/6a82a5500000000025013957?source=webshare&xhsshare=pc_web&xsec_token=CBlo15kxwUuZVS-PdMd2I4ZU0nuFelQF7ILak6MJVxrjA=&xsec_source=pc_share,train
fcb5b23f-c7a4-4226-9cb6-3a7da118dac0,娜美Nami,,,https://www.xiaohongshu.com/user/profile/66c45085000000001d031a1d,95805,1136,14,529,3,1,113833,1351,15,767,https://www.xiaohongshu.com/explore/6a8ebe440000000025018d6a,97583,1159,12,507,https://www.xiaohongshu.com/explore/6a8c8173000000002501f73e,76000,898,14,313,https://www.xiaohongshu.com/explore/6a76e5ce000000002500424f,114000,27360,1352,16,767,1,http://xhslink.com/o/8b2WKQVRsEv,train
33a2a420-2d9d-4006-b597-4c1b85dea13b,于..,1806,,https://www.xiaohongshu.com/user/profile/5e2ba8eb000000000100292a,417,4,1,0,3,1,750,5,4,0,https://www.xiaohongshu.com/explore/6a9f9058000000002b01e15c,0,0,0,0,https://www.xiaohongshu.com/explore/6a9e5cbc000000000b002a0d,500,6,0,1,https://www.xiaohongshu.com/explore/6a9e5a6f000000002a02d606,1417,340,16,1,1,1,https://www.xiaohongshu.com/discovery/item/6a7c538d000000002701cb0c?source=webshare&xhsshare=pc_web&xsec_token=CBHdmfEaCd77C5bYErsIpPxO9Jdi2rCG6ivkKGY_3zRIw=&xsec_source=pc_share,train
2a72b295-457b-47b6-822a-0e3cbdcb462f,韩智澈宝宝,10813,,https://www.xiaohongshu.com/user/profile/5ab1c36fe8ac2b35f51d6039,2028,16,9,7,3,1,4333,28,24,12,https://www.xiaohongshu.com/explore/6a9f5ef3000000000d02490f,1500,16,2,5,https://www.xiaohongshu.com/explore/6a9e3e5200000000110374e5,250,3,0,3,https://www.xiaohongshu.com/explore/6a9bf7ff000000002802fc52,1667,400,19,1,4,1,https://www.xiaohongshu.com/discovery/item/6a83d0bf000000002402e99a?source=webshare&xhsshare=pc_web&xsec_token=CBjVApIQ1RhqltkIapo5pbKDb9cI7M8CxKx0axmPU_2ho=&xsec_source=pc_share,train
5d92b8d2-a25b-42d8-ba32-1d9323d388a5,不吃酥饼,100329,,https://www.xiaohongshu.com/user/profile/609e2c53000000000101e240?xsec_token=YBkC0RYtGm3dN7YTwAz7BIAEJW9WN7R4GH6OTbPwjgkws=&xsec_source=app_share&xhsshare=CopyLink&shareRedId=OD80RUU3PD82NzUyOTgwNjY2OTdHNjlP&apptime=1782262814&share_id=ab23cca5afee4abaa214a176b493504c,57917,683,12,231,3,1,71083,840,13,134,https://www.xiaohongshu.com/explore/6a8eb53c000000001803d962,59417,699,14,318,https://www.xiaohongshu.com/explore/6a8bfed6000000001801bb27,43250,511,8,242,https://www.xiaohongshu.com/explore/6a8be05a0000000028002290,43250,43250,511,8,242,1,http://xhslink.com/o/2Hdee6IAPPI,train
